checking	Project_ID	First_Project_ID	Second_Project_ID	Original_Project_description	Curated_Project_description	has_it_been_collected	why_not_collect	Number_of_samples	Number_of_runs	Population	Related_Publications	isIndepthAnalzed
0	PRJNA656577	PRJNA656577	SRP277469	Here, we show that the first-line rheumatoid arthritis (RA) drug methotrexate (MTX) broadly alters the human gut microbiota. Drug sensitivity varied between strains. Growth experiments, transcriptomics, and metabolomics suggest that the mechanism of action is conserved between mammalian and bacterial cells. RA patient microbiotas were sensitive to MTX and changes in gut bacterial taxa and gene family abundance were distinct between responders and non-responders. Transplantation of post-treatment samples into germ-free mice given an inflammatory trigger led to reduced immune activation relative to pre-treatment controls, enabling the identification of MTX-modulated bacterial taxa associated with intestinal and splenic immune cells. These results show how conservation in cellular pathways across domains of life can result in broad off-target effects of drugs on the human gut microbiota with downstream consequences for immune function.	NULL	N	drug methotrexate (MTX) treatment data.	476	434	American	NULL	0
0	PRJNA660302	PRJNA660302	SRP279453	COVID-19 has emerged as a global pandemic, resulting in over twenty million of infections and over half a million of death. However, the oral and gut microbiota, and lipid molecules characteristic in COVID-19 have not been studied clearly. Here, we collected and sequenced 392 tongue coating samples, 172 fecal samples, and 155 serum samples from different regions, times, and people. Compared with healthy controls (HC, stool, n=48; tongue coating, n=100), Haemophilus and Enterobacteriaceae_unclassifiedwere decreased, while Granulicatella increased in confirmed patients (CP, stool, n=24; tongue coat, n=48) at oral cavity and gut. The classifiers based on 8 optimal oral microbial markers (7 markers in gut microbiome) achieved good diagnostic efficiency and the area under the curve (AUC) reached 98.06% (99.74%) in discovery cohort and 95.75% (99.31%) in validation cohort. Importantly, the AUC reached 89.22% in extra diagnosis cohort from Hangzhou. Moreover, the classifiers successfully diagnosed suspected patients (SP) with IgG-antibody positivity as CP, and the AUC reached 92.11% (98.01%) and we have demonstrated the feasibility of this method from the perspective of microbial characteristic. Besides, with the recovery of COVID-19, among CP, CP recovery (CPR), and HC group,peptostreptococcaceae_incertae_sedis was gradually increased at oral cavity, but decreased at gut. Compared with CP, 47 lipid molecules including SM(d40:4), SM(d38:5), and MG(33:5) were depleted in the CPR group, 122 lipid molecules including PC(36:4p), PE(16:0p/20:5), and DG(20:1/18:2) were enriched in the CPR group. Fifty-two operational taxonomy units (OTU) in oral cavity (37 OTUs in gut) were correlated with 10 lipid molecules, and 68 OTUs in oral cavity (97 OTUs in gut) were correlated with 8 clinical indicators of COVID-19. In conclusion, we characterize the oral and gut microbiota and lipid in COVID-19, demonstrate the potential of microbial markers as non-invasive diagnostic tools for COVID-19 in different regions of China, make up the deficiency of nucleic acid testing, and search the specific therapeutic targets.	We collected and sequenced 392 tongue-coating samples, 172 faecal samples and 155 serum samples from Central China and East China.	Y	NULL	172	172	Chinese	33789966	0
0	PRJNA661289	PRJNA661289	SRP279984	201 Italian elderly EU FP7 NU-AGE project\n	NULL	N	No phenotype; cannot assume all are healthy. No age, gender, BMI data.	201	201	Intalian	NULL	0
0	PRJNA662091	PRJNA662091	SRP281222	This study analyzed the bacterial diversity of the vaginal and gut microbiomes in women with ovarian cancer, with the goal of uncovering microbial differences between women with tumors sensitive to platinum chemotherapy treatments compared to women with tumors resistant to platinum chemotherapy.	NULL	N	No treatment data. Some are non-gut samples.	188	188	American	NULL	0
0	PRJNA662682	PRJNA662682	SRP282320	To evaluate the diagnosis performance of mNGS; mNGS diagnosis of pediatric infectious disease.	NULL	N	No phenotype data. No age, gender, BMI data.	54	54	Chinese	NULL	0
0	PRJNA663708	PRJNA663708	SRP282526	There has been a striking generational increase in the prevalence of food allergies. We have proposed that this increase can be explained, in part, by alterations in the commensal microbiome. To identify bacterial signatures and metabolic pathways that may influence the expression of this disease we collected fecal samples from a unique, well-controlled cohort of twins concordant or discordant for food allergy. Samples were analyzed by integrating 16S rRNA-gene amplicon sequencing and liquid chromatography-tandem mass spectrometry metabolite profiling. A bacterial signature of 64 Operational Taxonomic Units (OTUs) distinguished healthy from allergic twins; the OTUs enriched in the healthy twins were largely taxa from the Clostridia class. We detected significant enrichment in distinct metabolite pathways in each group. The enrichment of diacylglycerol in healthy twins is of particular interest for its potential as a readily measurable fecal biomarker of health. In addition, an integrated microbial-metabolomic analysis identified a significant association between healthy twins and Phascolarctobacterium faecium and Ruminococcus bromii, suggesting new possibilities for the development of live microbiome-modulating biotherapeutics.	Fecal microbiome and metabolome differ in healthy and food-allergic twins	N	No phenotype data. No age, gender, BMI data.	34	34	American	NULL	0
0	PRJNA665061	PRJNA665061	SRP285256	This project includes metagenomic sequencing of stool microbial communities of subjects living in the San Francisco Bay Area. Samples are either 16S-Seq of human stool, shotgun sequencing of human stool, or 16S-Seq of stool samples from gnotobiotic animals colonized with stool from the aforementioned subjects. This data corresponds to a manuscript that will be linked upon acceptance for publication. Finally, each sample is identified with metadata that is in part available as a supplemental table with the MS with identical sample descriptors used here in the SRA submission. This is the 16S Human Stool data.	NULL	N	No phenotype data; cannot assume that all are healthy. Some samples are from mice.	150	151	American	NULL	0
0	PRJNA674420	PRJNA674420	SRP291047	Adults with Prader-Willi syndrome (PWS), with controlled access to food, consume less energy to maintain body weight than the general adult population. This, combined with their altered gastrointestinal transit time, may impact microbiota composition. The exploratory aim of the study was to characterize the PWS microbiota composition in comparison with non-affected adults. Fecal microbiota composition from adults with PWS were analyzed using 16S rRNA gene amplicon sequencing. Data were merged with 16S profiles from baseline fecal samples of four other adult cohorts that differed by geographical location and age. QIIME 2 sample-classifier, machine learning algorithms were used to cross-train the samples and predict from which dataset the taxonomic profiles belong. Taxa that most distinguished between all datasets were extracted and a visual inspection of the R library PiratePlot plots was performed to select the taxa that differed in abundance specific to PWS.	NULL	N	Phenotype unclear. Can be guessed from host subject id.	534	534	American	NULL	0
0	PRJNA675093	PRJNA675093	SRP291451	This study aims to elucidate the effects of combined probiotic and intranasal oxytocin supplementation in subjects with autism spectrum disorders.\n	NULL	N	No phenotype data; no treatment data. No gender, BMI data.	69	69	American	NULL	0
0	PRJNA675198	PRJNA675198	SRP291536	Six-week exercise training with dietary restriction altered gut microbiota in adolescents with obesity	stool sample	Y	null	48	48	null	NULL	0
0	PRJNA678145	PRJNA678145	SRP292463	Gut microbiota of Human with mild anxiety/depression	NULL	Y	NULL	120	120		NULL	0
0	PRJNA678454	PRJNA678454	SRP292589	Shotgun metagenomic sequencing of stool samples from two South African cohorts (rural Bushbuckridge, urban Soweto)\n	NULL	N	No phenotype data. No gender, age, BMI data.	168	168	South African	NULL	0
0	PRJNA680178	PRJNA680178	SRP293709	Neonatal jaundice is a common disease that affects up to 60% of newborns and there are few available diagnostic biomarkers clinically for neonatal jaundice. This study aims to characterize gut microbiome in neonatal jaundice and explore potential of microbiome as a biomarker for neonatal jaundice.	NULL	N	No phenotype data; no age, gender, BMI data.	33	33	Chinese	NULL	0
0	PRJNA681081	PRJNA681081	SRP294410	The study was designed to test the fermentability of Water-soluble cellulose acetate (WSCA), and revealed that WSCA increased the relative abundance of Bacteroides and alters the fermentation profile. WSCA may have potential for use as a dietary supplement in humans and other mono-gastric animals, based on the enhanced production of SCFAs, in particular acetate, in the hindgut.	NULL	N	dietary intervention	16	16	Japanese	33159326	0
0	PRJNA682076	PRJNA682076	SRP295653	16S rRNA (V1-V2) amplicon sequencing to characterize bacterial community features that discriminate C.difficile colonization from infection with detectable free toxin.	NULL	N	No phenotype data; no age, gender, BMI data.	666	666	American	NULL	0
0	PRJNA682730	PRJNA682730	SRP301755	Although oral methotrexate (MTX) remains the anchor drug for RA, up to 50% of patients do not achieve a clinically adequate outcome. Concomitantly, there is a lack of prognostic tools for treatment response prior to drug initiation. Here we study whether inter-individual differences in the human gut microbiome can aid in the prediction of MTX efficacy in new-onset RA (NORA).	NULL	N	No phenotype data; no gender, age, BMI data.	139	139	NULL	NULL	0
0	PRJNA685914	PRJNA685914	SRP298296	Clostridioides difficile infection (CDI) results in considerable morbidity, mortality, and healthcare costs globally. Antibiotic-induced modulation of the intestinal microbiota is thought to initiate infection. Therefore, identification of markers predictive of CDI could substantially contribute to guiding therapy and decreasing the infection burden. We analyzed the intestinal microbiota of hospitalized patients at increased risk of CDI in a prospective, 90-day cohort study before and after antibiotic treatment and at diarrheal onset. Patients developing CDI already exhibited significantly lower diversity prior to antibiotic treatment and a distinct microbiota enriched in Enterococcus and depleted of Ruminococcus, Blautia, Prevotella and Bifidobacterium compared to non-CDI patients. Antibiotic treatment induced class-specific dysbiosis where beta-lactams further increased enterococcal abundances. Our findings, validated in an independent prospective cohort of patients developing CDI, can be exploited to enrich for high-risk patients in prospective clinical trials, and to develop predictive, microbiota-based diagnostics for management of patients at risk of CDI.	NULL	N	No phenotype data; no age, gender, BMI data.	1714	1723	NULL	NULL	0
